Ag Commodity Prices,,,,,,,,
scenario,region,subregion,sector,2010,2015,2020,2050,Units
BAU,USA,Tennessee,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Tennessee,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Texas,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Texas,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Texas,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Texas,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Texas,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Texas,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Texas,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Utah,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Utah,grain,1.000000022,0.979174965,0.964201094,0.961587011,Index (2010 = 1)
BAU,USA,Utah,oilseed,1.000000051,0.934518747,0.878608704,0.692143056,Index (2010 = 1)
BAU,USA,Utah,other,1.000000065,0.983356118,0.97310813,1.009630068,Index (2010 = 1)
BAU,USA,Utah,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Utah,sugar,1,1,1,1,Index (2010 = 1)
BAU,USA,Utah,vegfruit,1.000000009,0.978442818,0.963034792,0.955654824,Index (2010 = 1)
BAU,USA,Vermont,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Vermont,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Vermont,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Vermont,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Vermont,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Vermont,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Vermont,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Virginia,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Virginia,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Virginia,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Virginia,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Virginia,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Virginia,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Virginia,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Washington,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Washington,grain,1.000000254,0.971664745,0.951203963,0.932956586,Index (2010 = 1)
BAU,USA,Washington,oilseed,1.000000003,0.945114682,0.901884066,0.790096075,Index (2010 = 1)
BAU,USA,Washington,other,1.000000299,0.975476182,0.959418708,0.980966903,Index (2010 = 1)
BAU,USA,Washington,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Washington,sugar,0.99981762,0.976340602,0.961542737,0.993371335,Index (2010 = 1)
BAU,USA,Washington,vegfruit,1.000000254,0.969059486,0.946903389,0.923708848,Index (2010 = 1)
BAU,USA,West Virginia,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,West Virginia,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,West Virginia,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,West Virginia,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,West Virginia,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,West Virginia,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,West Virginia,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Wisconsin,cotton,0.999999988,0.960604437,0.92839317,0.855357871,Index (2010 = 1)
BAU,USA,Wisconsin,grain,0.999999979,0.978771833,0.962265581,0.949655025,Index (2010 = 1)
BAU,USA,Wisconsin,oilseed,0.999999959,0.97509054,0.955258818,0.926624577,Index (2010 = 1)
BAU,USA,Wisconsin,other,0.999999963,0.969727193,0.945071448,0.896217637,Index (2010 = 1)
BAU,USA,Wisconsin,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Wisconsin,sugar,1.000001169,0.98347872,0.971832777,0.992855512,Index (2010 = 1)
BAU,USA,Wisconsin,vegfruit,0.999999985,0.978179837,0.961263132,0.944385024,Index (2010 = 1)
BAU,USA,Wyoming,cotton,1,1,1,1,Index (2010 = 1)
BAU,USA,Wyoming,grain,1.000000126,0.983693934,0.972594723,0.972455861,Index (2010 = 1)
BAU,USA,Wyoming,oilseed,0.999999822,0.947593543,0.910577777,0.774112158,Index (2010 = 1)
BAU,USA,Wyoming,other,1.000000123,0.986887804,0.980481953,1.030065096,Index (2010 = 1)
BAU,USA,Wyoming,pasture,1,1,1,1,Index (2010 = 1)
BAU,USA,Wyoming,sugar,0.999996294,0.987292515,0.980280069,1.015770961,Index (2010 = 1)
BAU,USA,Wyoming,vegfruit,1.000000142,0.983304176,0.971265787,0.959269587,Index (2010 = 1)
